menu_boneway|The Boneway is the popular name for what is formally known as the Stone Way. There are only two passes through the red mountains of Dorne, this being one of them.{***}
menu_brokenarm|You have reached the Broken Arm. A long spur of land that stretches into the narrow sea. ^Legend says that, before it was broken, the Arm was a land bridge connecting Westeros and Essos but the Children of the Forest called down the waters in an attempt to stem the flow of First Men from Essos into Westeros.{***}
menu_naggashill|You have come across Nagga's Ribs, the holiest place in the Iron Islands. Said to be built from the remains of the first sea dragon killed by the Grey King.{***}
menu_oldstones|You discover the remnants of an ancient castle that once belonged to House Mudd. Its original name has long been lost though the local smallfolk have given it the new name, Oldstones.  {***}
menu_tower_of_joy|You have arrived at the ruins of the Tower of Joy.{***}
menu_cueva_odin|You arrive at a cave...{***}
menu_iniau_hideout|You arrive at the deep forest.{***}
menu_quarry1|You arrive at a quarry.{***}
mno_work_quarry|I wish to work in the quarry{s1}.{***}
menu_septry_visit|You arrive at a Septry. You could see at a distance each face of the God portrayed delicately with art and fine stones.{***}
mno_enter_interior|Visit the septry halls.{***}
mno_enter_interior_door|To the septry hall.{***}
mno_monasterio_recruit|Ask if anyone here will join you.{***}
mno_pray|Pray and donate a tribute of 150 silver stags to the Septry.{***}
mno_donate|Pray and make a generous donation of 500 stags to the Septry.{***}
mno_convertir|Convert to The Faith of the Seven. This will require several days and 4000 stags.{***}
mno_pillage_monastery|Pillage the septry.{***}
menu_wolf_den|You arrive at a wolf den. It smells like something has died here recently. As you move closer you can start to hear noises, scurrying in the bushes and the wind howling through the trees. Do you dare continue...{***}
mno_enter_player_is_stark|Continue...{***}
menu_giants_lair|You arrive at a lair. As you move closer you can start to hear noises, large thuds on the ground and huge roaring. Do you dare continue...{***}
mno_enter_player_is_wildling|Continue...{***}
menu_Crossroads_visit|You arrive at the Crossroads Inn, also sometimes called the Old Inn.{***}
menu_test_scene|You enter the test scene.{***}
mno_jump|Jump to scene{***}
menu_dhorak_keep|You enter the Dhorak Keep{***}
menu_join_siege_outside|{s1} has come under siege by {s2}.{***}
mno_approach_besiegers|Approach the siege camp.{***}
mno_pass_through_siege|Pass through the siege lines and enter {s1}.{***}
menu_cut_siege_without_fight|The besiegers let you approach the gates without challenge.{***}
menu_besiegers_camp_with_allies|{s1} remains under siege. The banners of {s2} fly above the camp of the besiegers, where you and your men are welcomed.{***}
mno_talk_to_siege_commander|Request a meeting with the commander.{***}
mno_change_commander_besiegers_camp_with_allies|Change commander(Current commander: {s7}).{***}
mno_siege_attack_deployment|Choose who will join you in battle.{***}
mno_siege_attack_plan|Plan your assault.{***}
mno_join_siege_with_allies|Join the next assault.{***}
mno_join_siege_stay_back|Order your soldiers to join the next assault without you.{***}
menu_castle_outside|You are outside {s2}.{s11} {s3} {s4}{***}
mno_approach_gates|Approach the gates and hail the guard.{***}
mno_town_sneak|Disguise yourself and try to sneak into the {s7}{***}
mno_castle_start_siege|Besiege the {reg6?town:castle}.{***}
mno_castle_leave|Leave.{***}
menu_castle_guard|You approach the gate. The men on the walls watch you cautiously.^^{s10}{***}
mno_request_shelter|Request entry to the castle.{***}
mno_persuade_center_surrender_with_town_lord|You and {s11} persuade them to surrender.{***}
mno_take_lord_as_hostage|You offer an exchange for the surrender of {s12} for {s11}'s safe return.{***}
mno_request_meeting_commander|Request a meeting with someone.{***}
mno_guard_leave|Leave.{***}
menu_castle_entry_granted|After a brief wait, the guards open the gates and allow your party inside.{***}
menu_castle_entry_denied|The lord of this castle has forbidden you from coming inside these walls, and the guard sergeant informs you that his men will fire if you attempt to come any closer.{***}
menu_castle_meeting|With whom do you want to meet?{***}
mno_forget_it|Forget it.{***}
menu_castle_meeting_selected|Your request for a meeting is relayed inside, and finally {s6} appears in the courtyard to speak with you.{***}
menu_port_attack|You are attacking the port of {s1}. You have {reg10} troops fit for battle against the enemy's {reg11}.{***}
mno_lead_attack|Lead your soldiers in a coastal assault.{***}
mno_attack_stay_back|Order your soldiers to attack while you stay back...{***}
mno_lift_siege|Abandon the attack.{***}
menu_persuade_center_surrender|{reg30?You and {s11} have succeeded. The Commander of {s12} has surrendered without bloodshed!:     Your attempts to pressure the Commander of {s12} to surrender has emerged fruitless. It seems {s11} didn't cooperate with you.({reg13}).}{***}
menu_persuade_center_surrender_2|{s20}^^{reg30?{s12} agreed to surrender in exchange for {s11}'s safe return:     The Commander at {s12} has rejected your offer of a trade.}{***}
menu_castle_besiege|You are laying siege to {s4}. {s2} ^^{s15} {s16} {s17} {s18} {s19} {s20} {s21} {s22}{***}
mno_siege_request_meeting|Call for a meeting with the castle commander.{***}
mno_siege_warfare_p|Siege Warfare (Planning Siege).{***}
mno_siege_assault_p|Siege Warfare (Preparing Assault).{***}
mno_siege_assault_camp|Your Siege Camp.{***}
mno_wait_24_hours|Wait until tomorrow.{***}
menu_siege_plan|You meet with your advisers to plan the siege and try to conquer {s4} with the least possible casualties. Your strategy will be to cause famine and lower morale.^^{s15} {s17} {s18} {s19} {s20}{***}
mno_build_circunvalation|Defences: build checkpoints around {s4}.{***}
mno_close_circunvalation|Checkpoints are finished. Now order active watching.{***}
mno_town_investigar|Investigate the defences: try to sneak inside. (Tracking){***}
mno_traicion_interna|Find a traitor within the defences of {s4}.{***}
mno_traicion_interna3|Any news from the men sent in search of a traitor?{***}
mno_infiltracion_interna|Send some men to infiltrate the place.{***}
mno_infiltracion_interna3|Any news from the men sent to infiltrate?{***}
mno_build_varios|Order the construction of sanitation to prevent disease.{***}
mno_destruir_campos_a|Loot and destroy crops and farms nearby.{***}
mno_destruir_campos_b|Any news from the men I sent to pillage farms?{***}
menu_siege_assault|Time is of essence, and you fear the arrival of enemy reinforcements. Assaulting will mean heavy casualties, but you have made up your mind.^^{s17} {s18} {s19} ^{s20}{***}
mno_scout_investigar|Call the scouts for a report on {s4}.{***}
mno_poniendo_elementos_mantles|Order the vanguard to place the mantlets.{***}
mno_poniendo_elementos|Order the vanguard to prepare the assault.{***}
mno_change_commander_castle_besiege|Change commander(Current commander: {s7}).{***}
mno_castle_lead_attack|The hour has arrived. Lead your soldiers in the assault!{***}
mno_build_mantlet|Build mantlets.{***}
mno_build_ladders|Build equipment and clear the ground for assault.{***}
mno_build_siege_tower|Build a siege tower and other equipment to assault the fortress. Assaults may result in many casualties.{***}
mno_build_battering_ram|Build a battering ram and equipment to prepare the assault on the fortress . Assaults are unpredictable, and may result in many casualties.{***}
menu_siege_attack_meets_sally|The defenders sally out to meet your assault.{***}
menu_nofood_siege_defenders_sally|The lack of food forces the desperate defenders of {s4} to sally out in an attempt to break the siege.{***}
menu_surrender_siege_defenders_starved|The defenders of {s4} can hold out no longer. Lack of food has debilitated them. Already the weakest have died of starvation, and in some cases, the need has led to cannibalism.^{s4} is ready to surrender...{***}
menu_deer_herd|You encounter a herd of deer.{***}
mno_deer_kill|Hunt some of the animals.{***}
menu_deer_herd_kill_end|You shouldn't be reading this.{***}
menu_coat_herd|You encounter a herd of goat. They belong to the flock of a pastor who swings his sling at you until you move away.{***}
menu_coatb_herd_kill_end|You shouldn't be reading this.{***}
menu_coatb_herd|You encounter a herd of goat.{***}
mno_coatb_kill|Hunt some of the animals.{***}
menu_boar_herd|You encounter some boars.{***}
mno_boar_kill|Hunt some of the animals.{***}
menu_boar_herd_kill_end|You shouldn't be reading this.{***}
menu_wolf_herd|You encounter a pack of wolves.{***}
mno_wolf_kill|Hunt some of the animals.{***}
menu_wolf_herd_kill_end|You shouldn't be reading this.{***}
menu_wilddonkey_herd|You encounter a herd of Wild Donkey.{***}
mno_wilddonkey_kill|Hunt some of the animals.{***}
menu_wilddonkey_herd_kill_end|You shouldn't be reading this.{***}
menu_castle_besiege_inner_battle|{s1}{***}
menu_build_mantles2|The mantlets help protect your men when they have to use assault equipment. They save many lives. As the party member with the highest Engineer skill, ({reg2}), {reg3?you estimate:{s3} estimates} that it will take {reg4} hours to build mantlets.{***}
mno_build_mantles|Do it.{***}
menu_construct_ladders|As the party member with the highest Engineer skill ({reg2}), {reg3?you estimate:{s3} estimates} that it will take {reg4} hours to build enough equipment for the assault.{***}
mno_build_ladders_cont|Do it.{***}
menu_construct_siege_tower|As the party member with the highest Engineer skill, ({reg2}), {reg3?you estimate:{s3} estimates} that building a siege tower and other equipment for assault will take {reg4} hours.{***}
mno_build_siege_tower_cont|Start building.{***}
menu_battering_ram|As the party member with the highest Engineer skill ({reg2}), {reg3?you estimate:{s3} estimates} that building a battering ram and other equipment for the assault will take {reg4} hours.{***}
mno_build_battering_ram_cont|Start building the battering ram.{***}
menu_castle_attack_walls_simulate|{s4}^^Your casualties:{s8}^^Enemy casualties were: {s9}{***}
menu_castle_attack_walls_with_allies_simulate|{s4}^^Your casualties: {s8}^^Allies' casualties: {s9}^^Enemy casualties: {s10}{***}
menu_castle_attack_walls_simulate2|{s4}^^Your casualties: {s8}^^Enemy casualties: {s10}{***}
menu_sneak_into_town_suceeded2|Disguised and under the cover of darkness, you infiltrate {s4}. It's time to scout out their defenses.{***}
menu_construct_saneamiento|Sanitation is important for preventing rats and disease. It is possible to construct latrines and pipelines to prevent the accumulation of mud and filth from the rain, and dig a reservoir to have an available water supply. Do you want to do it?^^Doing this will take 4 hours.{***}
mno_build_saneamiento|Do it.{***}
menu_construct_circunvalation|Building defences protects your troops during the siege, helps to avoid some enemy skirmishers, and prevents the entry of food and reinforcements. It also lowers enemy's morale and helps you negotiate the surrender of the place.^^As the party member with the highest Engineer skill, ({reg2}), {reg3?you estimate:{s3} estimates} that building the defences will take {reg4} hours.{***}
mno_build_circun_cont|Do it.{***}
menu_traicion_interna2|Your siege works begin to demoralize the defenders. Some of your soldiers are willing to contact the garrison or the inhabitants at {s4} and probe if someone would be willing to commit treason and facilitate the conquest. They need 500 stags for the job.{***}
mno_intentar_traicion|Allow these men to seek out a traitor.{***}
menu_traicion_resultado1|They returned without news. No one is willing to become a traitor.{***}
mno_back_behind|Well, bad luck.{***}
menu_traicion_resultado2|Sir! Our men have been discovered near the wall. They are fighting their way out of {s4}. Look over there at the sally port. They are trying to flee, but are surrounded...{***}
mno_ayudar_infiltrados|Order: send an additional group of men to their aid.{***}
mno_leave_men|Leave the men to their fate. They knew what was coming.{***}
menu_traicion_resultado3|Your men have returned. A traitor within the place has set barns ablaze and will soon flee {s4} and join your army. The enemy will lose much of their food stock because of that.{***}
mno_back_to_siege|Well done.{***}
menu_traicion_resultado4|Your men have returned. They report there is a traitor who knows the routines of the garrison, and he is willing to lead a small force to ambush the enemy when they come to the water supplies, a nearby stream outside the walls...{***}
mno_atacar_emboscada_player|Go yourself with your closest companions.{***}
mno_atacar_emboscada|Order: send a group of men with the traitor to carry out the ambush.{***}
menu_emboscada_player|Moving through the vegetation, you have taken your enemies by surprise and have given a good account of yourselves. Now the garrison will think twice before sending men out.{***}
mno_emboscada_playerok|Victory!{***}
menu_emboscada_nada|Your men move under the cover of the vegetation, away from the watchful eyes on the wall, but when they come to the meeting point, there is nobody. The alleged traitor has been discovered or has repented. Your men return disappointed.{***}
mno_emboscada_nanai|Do not worry. There will be another chance.{***}
menu_emboscada_lose|Alarm! Treason! The alleged traitor led your men into an ambush. They are fighting desperately, leaving many men on the field.{***}
mno_regreso_lucha|Your worst fears have come true.{***}
menu_emboscada_victory|The traitor leads your men through the night to a hill that controls the path to a well. Your men take up positions in the vegetation, in silence, their faces stained black. At daybreak, your men spot a large group of enemies by the water.^^A battle cry fills the valley as your soldiers fall like a tide of death on the enemy... killing many.{***}
menu_traicion_resultado5|When your men come back, they tell you they have contacted a man who is in control of rations, and he has promised to raise the price of food to his fellow citizens to sow discontent, making them more likely to abandon the fortress.{***}
mno_traicion_moral|Perfect!{***}
menu_traicion_lucha|Your men and the enemy fight to the death at the foot of the wall, where everything is unfavorable to your troops. You watch them fighting and retreating towards you. Many bodies are left behind. ^^Your casualties: {s8}^^Enemy casualties: {s10}{***}
mno_regreso_luchar|Well, no one gets left behind.{***}
