dlga_start:blocked_agent|This person seems busy. Maybe I should move on...{***};;
dlga_port_chief_info_main_3:port_chief_build_ship_main_4.1|Pine would be fine.{***};;
dlga_port_chief_info_main_3:port_chief_build_ship_main_4.2|I don't want to spend too much. Ash wood will do.{***};;
dlga_port_chief_info_main_3:port_chief2|I changed my mind.{***};;
dlga_port_chief_build_ship_main_4:port_chief_build_ship_main_5|To build your {s11} out of {s12} wood I ask {reg11} stags for my work. {s2}It will take {reg12} days to build this ship.{***};;
dlga_port_chief_build_ship_main_5:port_chief_build_ship_main_6|Build this ship for me!{***};;
dlga_port_chief_build_ship_main_5:port_chief_build_ship_missing_1|Err, does it look like I am a merchant? I don't have these things with me.{***};;
dlga_port_chief_build_ship_missing_1:port_chief2|Sorry, but I can't finish your ship without these materials. Buy them and come back once you have everything ready.{***};;
dlga_port_chief_build_ship_main_5:port_chief_build_ship_missing_2|I don't have enough stags right now.{***};;
dlga_port_chief_build_ship_missing_2:port_chief2|Sorry, but I need to feed my family and pay the workers. When you have the coin, come back and see me.{***};;
dlga_port_chief_build_ship_main_5:port_chief_build_ship_missing_3|I will consider this and may come back later.{***};;
dlga_port_chief_build_ship_missing_3:port_chief2|Take your time, but trust me. My ships are worth every stag.{***};;
dlga_port_chief_build_ship_main_6:port_chief2|Very well! Come back in {reg12} days.{***};;
dlga_port_chief3:close_window|Nothing, for now. Farewell.{***};;
dlga_start:port_prisoners|Who are you?{***};;
dlga_port_prisoners:port_prisoners_2|Are you looking for a slave trader? {s9} wouldn't prosper without my slaves, so if you have any prisoners of war, I'd be willing to buy them.{***};;
dlga_port_prisoners_2:port_prisoners_3|I've brought some prisoners.{***};;
dlga_port_prisoners_2:close_window|Farewell.{***};;
dlga_port_prisoners_3:port_prisoners_4|Nice to hear. Let's go.{***};;
dlga_port_prisoners_4:close_window|A pleasure doing business with you.{***};;
dlga_start:port_r_2|Greetings. I'm a veteran captain who monitors activity at the port of {s9}. If you are interested in hiring unemployed sailors, let me know.{***};;
dlga_port_crew_talk:port_r_2|Is there anything else I can do for you?{***};;
dlga_port_r_2:port_recruitsl|I want to recruit sailors.{***};;
dlga_port_recruitsl:port_crew_talk|There are no available sailors in the port at this time. Come back later, {reg59?madam:ser}.{***};;
dlga_port_recruitsl:port_crew_talk.1|I don't think anyone would be interested, {reg59?madam:ser}. You need to have more room in your party.{***};;
dlga_port_recruitsl:port_recruits2|I can think of {reg5} who I suspect would jump at the chance if you could pay 40 stags {reg7?each for their equipment:for his equipment}. Does that suit you?{***};;
dlga_port_recruits2:port_crew_talk|Tell {reg7?them:him} to get ready.{***};;
dlga_port_recruits2:port_crew_talk.1|No, not now.{***};;
dlga_port_r_2:close_window|I want to go. Farewell.{***};;
dlga_start:close_window.1|This person looks quite busy. I think I shouldn't interrupt.{***};;
dlga_award_fief_to_vassal:award_fief_to_vassal_defer|I wish to defer the appointment of a lord until I take the counsel of my subjects there.{***};;
dlga_award_fief_to_vassal:award_fief_to_vassal_defer.1|I wish to defer the appointment of a lord until I have finished... determining its value.{***};;
dlga_award_fief_to_vassal_defer:close_window|As you wish, {reg59?my lady:my lord}. You may decide this matter at a later date.{***};;
dlga_award_fief_to_vassal:award_fief_to_vassal_2|Let's sack the place and leave.{***};;
dlga_award_fief_to_vassal:award_fief_to_vassal_2.1|I want this place destroyed! We have no need of it.{***};;
dlga_award_fief_to_vassal_2:close_window|As you wish, {reg59?my lady:my lord}.{***};;
dlga_award_fief_to_vassal_2:close_window.1|As you wish, {reg59?my lady:my lord}. {reg6?I:{reg7?You:{s11}}} will be the new {reg3?lady:lord} of {s1}.{***};;
dlga_award_fief_to_vassal_2:close_window.2|We have no possibility of doing this. The men insist that we devastate this site and leave, {reg59?my lady:my lord}.{***};;
dlga_event_triggered:center_captured_rebellion|{s1} isn't being managed by anyone. Whom shall I put in charge?{***};;
dlga_center_captured_rebellion:center_captured_rebellion_2|{s11}. {s1}{***};;
dlga_center_captured_rebellion:center_captured_rebellion_2.1|Please, {s65}, I want to have {s1} for myself. (fiefs: {s0}){***};;
dlga_center_captured_rebellion:center_captured_rebellion_2.2|{s66}, you should have {s1} for yourself. (fiefs: {s0}){***};;
dlga_center_captured_rebellion:center_captured_rebellion_2_defer|You should appoint no one yet and decide later.{***};;
dlga_center_captured_rebellion_2_defer:close_window|Hmmm. All right, {playername}. I value your counsel highly.  I shall defer appointment of a lord for {s1} until later.{***};;
dlga_center_captured_rebellion_2:close_window|Hmmm. All right, {playername}. I value your counsel highly. {reg6?I:{reg7?You:{s11}}} will be the new {reg3?lady:lord} of {s1}.{***};;
dlga_start:fighter_talk|Hello there. We're polishing off our combat skills here with a bit of sparring practice. You look like you could use a bit of training. Why don't you join us? We could show you a few tricks. And if you need explanation of any combat concepts, just ask, and I'll do my best to fill you in.{***};;
dlga_start:fighter_talk.1|What do you want to practice?{***};;
dlga_fighter_pretalk:fighter_talk|Tell me what kind of practice you want.{***};;
dlga_fighter_talk:fighter_talk_train_attack|I want to practice attacking.{***};;
dlga_fighter_talk:fighter_talk_train_parry|I want to practice blocking with my weapon.{***};;
dlga_fighter_talk:fighter_talk_train_combat|Let's do some sparring practice.{***};;
dlga_fighter_talk:close_window|[Leave]{***};;
dlga_fighter_talk_train_attack:fighter_talk_train_attack_2|All right. There are four principle directions for attacking. These are overhead swing, right swing, left swing and thrust. Now, I will tell you which direction to attack from, and you must try to do the correct attack. ^^(Move your mouse while you press the left mouse button to specify attack direction. For example, to execute an overhead attack, move the mouse up at the instant you press the left mouse button. The icons on your screen will help you do the correct action.){***};;
dlga_fighter_talk_train_attack_2:close_window|Let's begin then. I'm ready.{***};;
dlga_fighter_talk_train_attack_2:fighter_pretalk|Actually I want to do something else.{***};;
dlga_fighter_talk_train_parry:fighter_talk_train_parry_2|Unlike a shield, blocking with a weapon can only stop attacks coming from one direction. For example, if you block up, you'll deflect overhead attacks, but you can still be hit by side swings or thrust attacks. ^^(You must press and hold down the right mouse button to block.){***};;
dlga_fighter_talk_train_parry_2:fighter_talk_train_parry_3|I'll now attack you with different types of strokes, and I'll wait until you do the correct block before attacking. Try to do the correct block as soon as you can. ^^(This practice is easy to do with the 'automatic block direction' setting which is the default. If you go to the options menu and change defend direction control to 'mouse movement' or 'keyboard', you'll need to manually choose block direction. This is much more challenging but also makes the game more interesting. This practice can be very useful if you use manual blocking.){***};;
dlga_fighter_talk_train_parry_3:close_window|Let's begin then. I'm ready.{***};;
dlga_fighter_talk_train_parry_3:fighter_pretalk|Actually I want to do something else.{***};;
dlga_fighter_talk_train_combat:fighter_talk_train_combat_2|Sparring is an excellent way to prepare for actual combat. We'll fight each other with non-lethal weapons now, until one of us falls to the ground. You can get some bruises of course, but better that than being cut down in the real thing.{***};;
dlga_fighter_talk_train_combat_2:close_window|Let's begin then. I'm ready.{***};;
dlga_fighter_talk_train_combat_2:fighter_pretalk|Actually I want to do something else.{***};;
dlga_start:fighter_parry_try_again|Good. You were able to block my attacks successfully. You may repeat this practice and try to get faster each time, until you are confident of your defence skills. Do you want to have another go?{***};;
dlga_start:fighter_parry_try_again.1|Well, that didn't go too well, did it? (Remember, you must press and hold down the right mouse button to keep your block effective.) Do you want to try again?{***};;
dlga_fighter_parry_try_again:fighter_talk_train_parry|Yes. Let's try again.{***};;
dlga_fighter_parry_try_again:fighter_talk_leave_parry|No, I think I'm done for now.{***};;
dlga_start:fighter_parry_warn|Hey! We're doing a blocking practice, mate! You're supposed to block my attacks, not attack me back.{***};;
dlga_fighter_parry_warn:fighter_talk_train_parry|I'm sorry. Let's try once again.{***};;
dlga_fighter_parry_warn:fighter_talk_leave_parry|Sorry. I must leave this practice now.{***};;
dlga_fighter_talk_leave_parry:close_window|All right. As you wish.{***};;
dlga_start:fighter_combat_try_again|Well, that didn't go too well, did it?  Don't feel bad, and try not to do same mistakes next time. Do you want to have a go again?{***};;
dlga_fighter_combat_try_again:fighter_talk_train_combat|Yes. Let's do another round.{***};;
dlga_fighter_combat_try_again:fighter_talk_leave_combat|No. That was enough for me.{***};;
dlga_fighter_talk_leave_combat:close_window|Well, all right. Talk to me again if you change your mind.{***};;
dlga_start:fighter_combat_try_again.1|Hey, that was good sparring. You've defeated me, but next time I'll be more careful. Do you want to have a go again?{***};;
dlga_start:fighter_talk.2|Very good. You've learned how to attack from any direction you want. If you like, we can try this again or move to a different exercise.{***};;
dlga_start:archer_challenge_2|Not bad. Not bad at all! You seem to have grasped the basics of archery. Now, try to do the same thing with a crossbow. Take the crossbow and the bolts over there and shoot those three targets. The crossbow is much easier to shoot with compared with the bow, but you need to reload it after each shot.{***};;
dlga_start:archer_challenge_2.1|Good. You didn't have too much difficulty using the crossbow either. Next you will learn to use throwing weapons. Pick up the javelins you see over there and try to hit those three targets. {***};;
dlga_start:ranged_end|Well, with that you have received the basic skills to use all three types of ranged weapons. The rest will come with practice. Train each and every day, and in time you'll be as good as the best marksmen in Westeros and Essos.{***};;
dlga_ranged_end:close_window|Now you can go talk with the melee fighters or the horsemanship trainer if you haven't already done so. They can teach you important skills too.{***};;
dlga_start:archer_talk|Good day to you, young fellow. I spend my days teaching about ranged weapons to anyone that is willing to learn. If you need a tutor, let me know and I'll teach you how to use the bow, the crossbow or the javelin.{***};;
dlga_archer_talk:archer_challenge|Yes, show me how to use ranged weapons.{***};;
dlga_archer_talk:close_window|No, not now.{***};;
dlga_archer_challenge:archer_challenge_2|All right. Your first training will be in archery. The bow is a difficult weapon to master. But once you are sufficiently good at it, you can shoot quickly and with great power. Go pick up the bow and arrows you see over there now and shoot those targets.{***};;
dlga_archer_challenge_2:close_window|All right. I'm ready.{***};;
dlga_archer_challenge_2:close_window.1|Just a minute. I want to do something else first.{***};;
dlga_start:horseman_melee_challenge_2|I hope you've enjoyed the ride. Now we move on to something a bit more difficult. Grab the lance you see over there and ride around the course hitting each target at least once.{***};;
dlga_start:horseman_melee_challenge_2.1|Good! You have been able to hit all targets on horseback. That's no easy feat for a starter. Your next challenge will be using a bow and arrows to shoot at the archery targets by the road. You need to put an arrow to each target to consider yourself successful.{***};;
dlga_start:horsemanship_end|Very good. You were able to shoot all targets from horseback. Keep riding and practising each day and in time you will be an expert horseman.{***};;
dlga_horsemanship_end:close_window|Now you can go talk with the melee fighters or the archery trainer if you haven't already done so. You need to learn everything you can to be prepared when you have to defend yourself.{***};;
dlga_start:horseman_talk|Good day! I have come here for some riding practice, but my old bones are aching badly so I've decided to give myself a rest today. If you would like to practice your horsemanship, you can take my horse here. The exercise would be good for her.{***};;
dlga_horseman_talk:horseman_challenge|Yes, I would like to practice riding.{***};;
dlga_horseman_talk:close_window|Uhm. Maybe later.{***};;
dlga_horseman_challenge:horseman_melee_challenge_2|Good. Now I'll give you a few exercises that'll teach you riding and horseback weapon use. Your first assignment is simple. Just take your horse for a ride around the course. Go as slow or as fast as you like. Come back when you feel confident as a rider and I'll give you some tougher exercises.{***};;
dlga_horseman_melee_challenge_2:close_window|All right. I'm ready.{***};;
dlga_horseman_melee_challenge_2:close_window.1|Just a minute. I need to do something else first.{***};;
dlga_tutorial_troop_default:close_window|Hey, I'm trying to practice here. Go, talk with the archery trainer if you need guidance about ranged weapons.{***};;
dlga_start:lord_prison_break_confirm_3|Is there a change of plans?{***};;
dlga_start:lord_prison_break|What's going on?{***};;
dlga_start:drunk_response|What are you looking at?{***};;
dlga_start:drunk_response.1|Are you looking at me?{***};;
dlga_player_duel_response:close_window|Such a waste.{***};;
dlga_player_duel_response:close_window.1|Better him than me.{***};;
dlga_drunk_response:drunk_fight_start|I'm not sure. Some sort of animal, clearly.{***};;
dlga_drunk_response:drunk_fight_start.1|Sorry - please accept my apologies.{***};;
dlga_drunk_fight_start:close_window|I'll wipe that smirk right off your face!{***};;
dlga_drunk_response:drunk_player_high_renown|Do you have any idea who I am?{***};;
dlga_drunk_player_high_renown:drunk_fight_start|Do I care?{***};;
dlga_drunk_player_high_renown:drunk_player_high_renown|Ermmm... actually... yes, yes, I do know who you are, {ser/madame}. Please forgive me, your grace, it must be the drink. I'll be leaving, now...{***};;
dlga_drunk_player_high_renown:drunk_fight_start.1|Why, if you want a fight, you shall have one!{***};;
dlga_drunk_player_high_renown:close_window|I thought as much. Now remove yourself from here!{***};;
dlga_start:fistfight_response|You look like a {fellow/lady} who can take a few hard knocks - and deal them out as well. I've a business proposition for you.{***};;
dlga_fistfight_response:fistfight_response_2|How's that?{***};;
dlga_fistfight_response_2:fistfight_response_2a|Good - I'm glad you're interested, {lad/lassie}. Here's the plan: it's a little complicated, so listen well. {***};;
dlga_fistfight_response_2a:fistfight_response_3|You and this other fellow will start up a fight here. No weapons, no armour. I'll sit back, take bets, and split the profits with the winner. If we make a loss, then I'll cover it. You've got nothing to lose, except a bit of blood, of course.{***};;
dlga_fistfight_response_3:fistfight_response_4|However, we can't organize this like one of those nice arena bouts where everyone places their bets beforehand. People will walk in, drawn by the noise, and put a silver stag or two on whichever one of you two they think is winning. I'll give 'em even odds. Anything else is going to be too tricky for someone who's already on his third flagon of ale.{***};;
dlga_fistfight_response_4:fistfight_response_4a|As you can see, the trick is to stretch things out for as long as possible where it looks like you're losing, so people bet against you. Then you come back fast and win before the betting can turn. The best way to make money is for you to be battered almost to the floor and then jump back off your feet and take the other guy down. But don't forget it, {lad/lassie}, you have to win in the end in order for me, and you, to make money.{***};;
dlga_fistfight_response_4a:fistfight_response_5|Nonetheless, you can't stretch the fight out too long, or people will suspect a fix: one of you has to take a punch every so often. I don't care whose blood is spilled, but there has to be some blood.{***};;
dlga_fistfight_response_5:fistfight_response_5a|And one other thing, {boy/girl}, your opponent doesn't take too well to complexity: he's just going to come straight at you. It's up to you to supply the artistry.{***};;
dlga_fistfight_response_5a:fistfight_response_confirm|So, what do you think?{***};;
dlga_fistfight_response_confirm:close_window.1|I've better things to do.{***};;
dlga_start:nw_rangers_aggro_1|Hold it!{***};;
dlga_start:nw_rangers_1|Greetings, brother. How goes the watch?{***};;
dlga_start:nw_rangers_2|Greetings, traveller. What brings you to these parts?{***};;
dlga_nw_rangers_2:nw_rangers_3|I wish to join the Night's Watch.{***};;
dlga_nw_rangers_2:nw_rangers_6|I am just exploring the North.{***};;
dlga_nw_rangers_2:nw_rangers_7|Your watch has come to an end. Let the Thenns be feasting on your flesh tonight!{***};;
dlga_nw_rangers_3:nw_rangers_4|I'm sorry, ma'am, but the Watch accepts only men.{***};;
dlga_nw_rangers_3:nw_rangers_4.1|If you wish to join us, go to Castle Black and do so. We need every man we can muster.{***};;
dlga_nw_rangers_4:nw_rangers_5|Now if you would excuse us, we are on duty. Farewell.{***};;
dlga_nw_rangers_5:close_window|Farewell.{***};;
dlga_nw_rangers_6:close_window|Exploring is a risky endeavour around here, traveller. Keep an eye out for trouble.{***};;
dlga_nw_rangers_7:close_window|So be it, scum! Now you must die!  BROTHERS! TO ARMS!{***};;
dlga_nw_rangers_1:nw_rangers_8|I've been trailing some Wildling raiders.{***};;
dlga_nw_rangers_1:nw_rangers_9|Nothing much of interest, ser.{***};;
dlga_nw_rangers_8:close_window|Find and destroy them, brother, and may the Seven guide you.{***};;
dlga_nw_rangers_9:close_window|Then enjoy the day, brother.{***};;
dlga_nw_rangers_aggro_1:close_window|Come then, crows!{***};;
dlga_nw_rangers_aggro_1:nw_rangers_aggro_2|Gentlemen, let's keep this civil, eh.{***};;
dlga_nw_rangers_aggro_2:close_window|The only civility you'll be getting is my blade.{***};;
dlga_start:ff_r_01|Well, what do you know, boys! A crow about to die!{***};;
dlga_start:ff_r_01.1|Well well, what do we have here?{***};;
dlga_start:ff_r_02|Hello there, {brother/sister}! How's the huntin' going?{***};;
dlga_start:ff_r_03|Ya? What do you want?{***};;
dlga_ff_r_03:ff_r_04|I want to join your clan.{***};;
dlga_ff_r_03:close_window|Only to see your corpse before me.{***};;
dlga_ff_r_03:close_window.1|Nothing, sorry to bother you.{***};;
dlga_ff_r_04:close_window|You? To join us? Hmph.^Go find {s1}. He'll decide if you're fit or not.{***};;
dlga_ff_r_02:close_window|We shan't be going hungry tonight, if you catch my drift, heheh.{***};;
dlga_ff_r_02:ff_r_03|Agh, no such luck yet.{***};;
dlga_ff_r_03:close_window.2|Haha, good luck to you then.{***};;
dlga_ff_r_01:close_window|Show me your steel, scum!{***};;
dlga_start:close_window.4|Your life ends here, Wildling!{***};;
dlga_start:nw_r_01|Ah, good to see you, brother.{***};;
dlga_start:nw_r_04|Greetings, traveller. What can I do for you?{***};;
dlga_nw_r_01:nw_r_02|How goes the recruiting?{***};;
dlga_nw_r_01:nw_r_03|You need any help?{***};;
dlga_nw_r_02:close_window|Bah! Only scoundrels and scum bags, like usual. These are dark times for the Watch, brother.{***};;
dlga_nw_r_03:close_window|Nah, I can handle it. You should be attending to your own duties though, shouldn't you?{***};;
dlga_nw_r_04:nw_r_05|I wish to join the Night's Watch.{***};;
dlga_nw_r_04:nw_r_06|You can give up your steel or die a slow death!{***};;
dlga_nw_r_04:close_window|Nothing, sorry.{***};;
dlga_nw_r_05:nw_r_07|You seem like an able man, and the Seven know we need all the help we can get.^You should go to Castle Black and speak with {s1}.{***};;
dlga_nw_r_05:close_window|Sorry to say, but the Watch accepts only men, so you can't join us. Nothing; maybe there's a better occupation for you somewhere else.{***};
dlga_nw_r_06:close_window|So be it, though such aggression is irrational. Grab your blade and pray the Seven have mercy.{***};;
dlga_nw_r_07:close_window|Thank you. I will.{***};;
dlga_start:varys_intro_1|Well met, weary traveller, I'm Lord Varys and I serve here in King's Landing.{***};;
dlga_varys_intro_1:varys_intro_2|The Master of Whispers on the King’s Small Council?{***};;
dlga_varys_intro_1:close_window|I should be leaving.{***};;
dlga_varys_intro_2:varys_intro_3|Very perceptive of you, {ser/madam}. Yes, I'm the Master of Whispers and an advisor to the King. I serve whomever sits the Iron Throne, who at this moment in time happens to be {s1}. Now, what business do have here in King's Landing?{***};;
dlga_varys_intro_3:varys_intro_4|Sorry, I'm not one to disclose my secrets to just anyone.{***};;
dlga_varys_intro_4:varys_generic|No need, {playername}, Westeros is full of little birds that whisper me secrets, my friend. Something you should do wise to remember.{***};;
dlga_varys_generic:varys_quest_1|Is there anything I can do for you, Lord Varys?{***};;
dlga_varys_generic:close_window|Apologies, I must take my leave.{***};;
dlga_start:close_window.5|Hello again, {playername}. It's good to see you; however, I'm rather busy at the moment. Maybe we can talk some other time.{***};
dlga_start:close_window.6|Hello again, {playername}. I'm happy to see you again. Unfortunately, I've got no need of you right now. Maybe some other time.{***};;
dlga_varys_quest_1:varys_quest_2|Well, it’s not every day I find a {man/woman} seeking to earn my favour - very few would be of a mind. The King would offer lands and titles for the heads of his enemies. Lord Baelish would proffer coin for those who work on his behalf. Many a lord and indeed many a king would offer much the same, but me? Why, I've only the reward of my friendship. If that is no use to you, then I bid you good day.{***};;
dlga_varys_quest_2:varys_quest_3|Friendship to the greatest spymaster in all the lands is nothing to squander if you offer it, Lord Varys.{***};;
dlga_varys_quest_2:close_window|Well then, I suppose I'd best be on my way.{***};;
dlga_varys_quest_3:varys_quest_4|Hmm, yes - we'll see. Well, if you're so eager to please me, I do happen to have a small errand to run. An agent of mine in Dorne is due to deliver to me a report on certain goings-on. Normally I would send one of my usual little helpers, but you seem ready for the journey right now. Make your way to Sunspear and introduce yourself to everyone you meet as a merchant selling happy dreams. My agent will greet you with a request for sad memories.{***};;
dlga_varys_quest_4:varys_quest_5|You'll be given a roll of paper with a coded message, which you're to deliver to me in haste. I trust you're up to this task?{***};;
dlga_varys_quest_5:close_window|It shall be done, Lord Varys.{***};;
dlga_varys_quest_5:varys_quest_6|I'm afraid I cannot complete the task at this time.{***};;
